Source,Destination,Time,Length,Protocol,Timestamp,Anomaly,Anomaly_Category,Protocol_Category,Request_Frequency,Source_Category
1,0,68,591,0,2025-04-13 19:23:43.013270,0,Normal Size,Other,233,Bot Suspect
25,0,26657,651,0,2025-04-14 02:46:52.013270,0,Normal Size,Other,12,Normal
51,0,1341,1415,0,2025-04-13 19:44:56.013270,0,Large Packet,Other,11,Normal
44,0,12987,896,0,2025-04-13 22:59:02.013270,0,Normal Size,Other,12,Normal
100,0,75758,671,0,2025-04-14 16:25:13.013270,0,Normal Size,Other,7,Normal
0,0,93,782,0,2025-04-13 19:24:08.013270,0,Normal Size,Other,267,Bot Suspect
20,0,27376,1356,1,2025-04-14 02:58:51.013270,0,Large Packet,ICMP,10,Normal
22,0,18381,511,0,2025-04-14 00:28:56.013270,0,Normal Size,Other,11,Normal
30,0,11745,658,0,2025-04-13 22:38:20.013270,0,Normal Size,Other,9,Normal
1,0,189,915,1,2025-04-13 19:25:44.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,46,886,1,2025-04-13 19:23:21.013270,0,Normal Size,ICMP,267,Bot Suspect
0,0,40,1002,1,2025-04-13 19:23:15.013270,1,Large Packet,ICMP,267,Bot Suspect
64,0,74055,1269,1,2025-04-14 15:56:50.013270,0,Large Packet,ICMP,8,Normal
44,0,82180,1375,1,2025-04-14 18:12:15.013270,0,Large Packet,ICMP,12,Normal
58,0,16725,1276,0,2025-04-14 00:01:20.013270,0,Large Packet,Other,8,Normal
1,0,4,869,1,2025-04-13 19:22:39.013270,0,Normal Size,ICMP,233,Bot Suspect
45,0,29241,1487,0,2025-04-14 03:29:56.013270,0,Large Packet,Other,11,Normal
0,0,101,1066,1,2025-04-13 19:24:16.013270,0,Large Packet,ICMP,267,Bot Suspect
94,0,17685,1423,0,2025-04-14 00:17:20.013270,0,Large Packet,Other,19,Normal
11,0,75186,1164,0,2025-04-14 16:15:41.013270,0,Large Packet,Other,15,Normal
96,0,82310,948,1,2025-04-14 18:14:25.013270,0,Normal Size,ICMP,8,Normal
1,0,103,676,1,2025-04-13 19:24:18.013270,0,Normal Size,ICMP,233,Bot Suspect
1,0,201,924,1,2025-04-13 19:25:56.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,166,640,0,2025-04-13 19:25:21.013270,0,Normal Size,Other,267,Bot Suspect
53,0,41427,1008,0,2025-04-14 06:53:02.013270,0,Large Packet,Other,7,Normal
45,0,42101,1260,1,2025-04-14 07:04:16.013270,0,Large Packet,ICMP,11,Normal
2,0,13046,864,1,2025-04-13 23:00:01.013270,0,Normal Size,ICMP,16,Normal
69,0,50106,1107,0,2025-04-14 09:17:41.013270,0,Large Packet,Other,8,Normal
89,0,12201,880,1,2025-04-13 22:45:56.013270,0,Normal Size,ICMP,9,Normal
18,0,52393,1278,1,2025-04-14 09:55:48.013270,0,Large Packet,ICMP,13,Normal
11,0,85655,710,1,2025-04-14 19:10:10.013270,0,Normal Size,ICMP,15,Normal
1,0,232,1134,1,2025-04-13 19:26:27.013270,0,Large Packet,ICMP,233,Bot Suspect
0,0,31,702,1,2025-04-13 19:23:06.013270,0,Normal Size,ICMP,267,Bot Suspect
3,0,51184,946,0,2025-04-14 09:35:39.013270,0,Normal Size,Other,6,Normal
0,0,174,1139,0,2025-04-13 19:25:29.013270,0,Large Packet,Other,267,Bot Suspect
45,0,26614,1181,1,2025-04-14 02:46:09.013270,0,Large Packet,ICMP,11,Normal
30,0,74137,1280,1,2025-04-14 15:58:12.013270,0,Large Packet,ICMP,9,Normal
0,0,115,575,0,2025-04-13 19:24:30.013270,0,Normal Size,Other,267,Bot Suspect
64,0,58656,564,1,2025-04-14 11:40:11.013270,0,Normal Size,ICMP,8,Normal
16,0,51027,1488,0,2025-04-14 09:33:02.013270,0,Large Packet,Other,10,Normal
86,0,55168,720,1,2025-04-14 10:42:03.013270,0,Normal Size,ICMP,8,Normal
18,0,75418,1326,0,2025-04-14 16:19:33.013270,0,Large Packet,Other,13,Normal
0,0,168,704,0,2025-04-13 19:25:23.013270,0,Normal Size,Other,267,Bot Suspect
92,0,44859,1093,0,2025-04-14 07:50:14.013270,0,Large Packet,Other,20,Normal
96,0,75039,901,0,2025-04-14 16:13:14.013270,0,Normal Size,Other,8,Normal
35,0,3756,684,0,2025-04-13 20:25:11.013270,0,Normal Size,Other,12,Normal
0,0,271,1203,1,2025-04-13 19:27:06.013270,0,Large Packet,ICMP,267,Bot Suspect
0,0,58,1069,0,2025-04-13 19:23:33.013270,0,Large Packet,Other,267,Bot Suspect
75,0,806,655,0,2025-04-13 19:36:01.013270,0,Normal Size,Other,12,Normal
47,0,13224,830,1,2025-04-13 23:02:59.013270,0,Normal Size,ICMP,11,Normal
56,0,37599,511,1,2025-04-14 05:49:14.013270,0,Normal Size,ICMP,15,Normal
69,0,28831,931,1,2025-04-14 03:23:06.013270,0,Normal Size,ICMP,8,Normal
1,0,21,1256,1,2025-04-13 19:22:56.013270,0,Large Packet,ICMP,233,Bot Suspect
0,0,229,1031,1,2025-04-13 19:26:24.013270,0,Large Packet,ICMP,267,Bot Suspect
56,0,50460,1152,1,2025-04-14 09:23:35.013270,0,Large Packet,ICMP,15,Normal
31,0,47837,663,0,2025-04-14 08:39:52.013270,0,Normal Size,Other,10,Normal
22,0,79579,587,1,2025-04-14 17:28:54.013270,0,Normal Size,ICMP,11,Normal
88,0,65128,1275,0,2025-04-14 13:28:03.013270,0,Large Packet,Other,10,Normal
1,0,47,1387,0,2025-04-13 19:23:22.013270,0,Large Packet,Other,233,Bot Suspect
0,0,265,1306,0,2025-04-13 19:27:00.013270,0,Large Packet,Other,267,Bot Suspect
0,0,180,804,1,2025-04-13 19:25:35.013270,0,Normal Size,ICMP,267,Bot Suspect
1,0,188,1128,1,2025-04-13 19:25:43.013270,0,Large Packet,ICMP,233,Bot Suspect
74,0,60461,996,1,2025-04-14 12:10:16.013270,0,Normal Size,ICMP,10,Normal
56,0,46163,1077,0,2025-04-14 08:11:58.013270,0,Large Packet,Other,15,Normal
54,0,84082,733,1,2025-04-14 18:43:57.013270,0,Normal Size,ICMP,9,Normal
54,0,20491,1303,0,2025-04-14 01:04:06.013270,0,Large Packet,Other,9,Normal
3,0,77129,1403,1,2025-04-14 16:48:04.013270,0,Large Packet,ICMP,6,Normal
42,0,73698,1175,0,2025-04-14 15:50:53.013270,0,Large Packet,Other,9,Normal
10,0,36444,1047,0,2025-04-14 05:29:59.013270,0,Large Packet,Other,13,Normal
88,0,56373,654,0,2025-04-14 11:02:08.013270,0,Normal Size,Other,10,Normal
94,0,2219,660,1,2025-04-13 19:59:34.013270,0,Normal Size,ICMP,19,Normal
1,0,146,1149,0,2025-04-13 19:25:01.013270,0,Large Packet,Other,233,Bot Suspect
85,0,85708,1197,1,2025-04-14 19:11:03.013270,0,Large Packet,ICMP,8,Normal
25,0,2983,625,0,2025-04-13 20:12:18.013270,0,Normal Size,Other,12,Normal
0,0,46,1185,1,2025-04-13 19:23:21.013270,0,Large Packet,ICMP,267,Bot Suspect
83,0,75993,612,1,2025-04-14 16:29:08.013270,0,Normal Size,ICMP,7,Normal
60,0,82565,982,1,2025-04-14 18:18:40.013270,0,Normal Size,ICMP,12,Normal
88,0,83624,1436,1,2025-04-14 18:36:19.013270,0,Large Packet,ICMP,10,Normal
1,0,94,811,0,2025-04-13 19:24:09.013270,0,Normal Size,Other,233,Bot Suspect
0,0,27,798,0,2025-04-13 19:23:02.013270,0,Normal Size,Other,267,Bot Suspect
14,0,20609,1282,1,2025-04-14 01:06:04.013270,0,Large Packet,ICMP,13,Normal
48,0,80097,777,0,2025-04-14 17:37:32.013270,0,Normal Size,Other,9,Normal
77,0,78339,734,1,2025-04-14 17:08:14.013270,0,Normal Size,ICMP,7,Normal
96,0,14596,972,1,2025-04-13 23:25:51.013270,0,Normal Size,ICMP,8,Normal
77,0,73781,1151,0,2025-04-14 15:52:16.013270,0,Large Packet,Other,7,Normal
97,0,74318,659,1,2025-04-14 16:01:13.013270,0,Normal Size,ICMP,10,Normal
0,0,45,1003,1,2025-04-13 19:23:20.013270,1,Large Packet,ICMP,267,Bot Suspect
56,0,56985,1144,0,2025-04-14 11:12:20.013270,0,Large Packet,Other,15,Normal
101,0,25683,1386,0,2025-04-14 02:30:38.013270,0,Large Packet,Other,18,Normal
0,0,134,984,1,2025-04-13 19:24:49.013270,0,Normal Size,ICMP,267,Bot Suspect
56,0,1828,618,0,2025-04-13 19:53:03.013270,0,Normal Size,Other,15,Normal
18,0,15048,916,1,2025-04-13 23:33:23.013270,0,Normal Size,ICMP,13,Normal
41,0,5109,1312,0,2025-04-13 20:47:44.013270,0,Large Packet,Other,10,Normal
14,0,1591,1010,0,2025-04-13 19:49:06.013270,0,Large Packet,Other,13,Normal
13,0,53276,648,1,2025-04-14 10:10:31.013270,0,Normal Size,ICMP,14,Normal
58,0,39443,820,0,2025-04-14 06:19:58.013270,0,Normal Size,Other,8,Normal
26,0,69669,998,0,2025-04-14 14:43:44.013270,0,Normal Size,Other,10,Normal
88,0,37311,945,0,2025-04-14 05:44:26.013270,0,Normal Size,Other,10,Normal
73,0,81994,1083,0,2025-04-14 18:09:09.013270,0,Large Packet,Other,7,Normal
1,0,23,650,0,2025-04-13 19:22:58.013270,0,Normal Size,Other,233,Bot Suspect
88,0,20806,969,1,2025-04-14 01:09:21.013270,0,Normal Size,ICMP,10,Normal
1,0,265,928,1,2025-04-13 19:27:00.013270,0,Normal Size,ICMP,233,Bot Suspect
61,0,18449,632,0,2025-04-14 00:30:04.013270,0,Normal Size,Other,19,Normal
62,0,70835,819,0,2025-04-14 15:03:10.013270,0,Normal Size,Other,13,Normal
0,0,198,592,0,2025-04-13 19:25:53.013270,0,Normal Size,Other,267,Bot Suspect
0,0,87,1359,1,2025-04-13 19:24:02.013270,0,Large Packet,ICMP,267,Bot Suspect
38,0,11536,588,0,2025-04-13 22:34:51.013270,0,Normal Size,Other,4,Normal
55,0,16478,1441,1,2025-04-13 23:57:13.013270,0,Large Packet,ICMP,9,Normal
48,0,5951,507,0,2025-04-13 21:01:46.013270,0,Normal Size,Other,9,Normal
8,0,83976,1431,0,2025-04-14 18:42:11.013270,0,Large Packet,Other,10,Normal
44,0,69274,1150,0,2025-04-14 14:37:09.013270,0,Large Packet,Other,12,Normal
18,0,34529,648,1,2025-04-14 04:58:04.013270,0,Normal Size,ICMP,13,Normal
0,0,67,751,1,2025-04-13 19:23:42.013270,0,Normal Size,ICMP,267,Bot Suspect
1,0,236,822,1,2025-04-13 19:26:31.013270,0,Normal Size,ICMP,233,Bot Suspect
85,0,52930,956,0,2025-04-14 10:04:45.013270,0,Normal Size,Other,8,Normal
0,0,20,1179,1,2025-04-13 19:22:55.013270,0,Large Packet,ICMP,267,Bot Suspect
23,0,16082,1467,1,2025-04-13 23:50:37.013270,0,Large Packet,ICMP,10,Normal
49,0,75703,913,1,2025-04-14 16:24:18.013270,0,Normal Size,ICMP,13,Normal
0,0,170,1331,1,2025-04-13 19:25:25.013270,0,Large Packet,ICMP,267,Bot Suspect
1,0,187,750,1,2025-04-13 19:25:42.013270,0,Normal Size,ICMP,233,Bot Suspect
1,0,10,1143,1,2025-04-13 19:22:45.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,286,1181,1,2025-04-13 19:27:21.013270,0,Large Packet,ICMP,233,Bot Suspect
9,0,7813,613,1,2025-04-13 21:32:48.013270,0,Normal Size,ICMP,10,Normal
94,0,74182,1192,1,2025-04-14 15:58:57.013270,0,Large Packet,ICMP,19,Normal
86,0,45028,657,0,2025-04-14 07:53:03.013270,0,Normal Size,Other,8,Normal
90,0,85112,917,1,2025-04-14 19:01:07.013270,0,Normal Size,ICMP,14,Normal
29,0,71431,836,1,2025-04-14 15:13:06.013270,0,Normal Size,ICMP,18,Normal
1,0,58,1067,0,2025-04-13 19:23:33.013270,0,Large Packet,Other,233,Bot Suspect
101,0,39809,583,1,2025-04-14 06:26:04.013270,0,Normal Size,ICMP,18,Normal
99,0,23279,844,1,2025-04-14 01:50:34.013270,0,Normal Size,ICMP,9,Normal
14,0,1342,1381,0,2025-04-13 19:44:57.013270,0,Large Packet,Other,13,Normal
31,0,12857,953,0,2025-04-13 22:56:52.013270,0,Normal Size,Other,10,Normal
4,0,922,1401,1,2025-04-13 19:37:57.013270,0,Large Packet,ICMP,9,Normal
89,0,77539,735,0,2025-04-14 16:54:54.013270,0,Normal Size,Other,9,Normal
87,0,86231,1035,1,2025-04-14 19:19:46.013270,0,Large Packet,ICMP,15,Normal
1,0,192,643,1,2025-04-13 19:25:47.013270,0,Normal Size,ICMP,233,Bot Suspect
72,0,61396,1207,0,2025-04-14 12:25:51.013270,0,Large Packet,Other,8,Normal
0,0,102,1047,1,2025-04-13 19:24:17.013270,0,Large Packet,ICMP,267,Bot Suspect
19,0,51226,1171,1,2025-04-14 09:36:21.013270,0,Large Packet,ICMP,14,Normal
96,0,25522,1390,0,2025-04-14 02:27:57.013270,0,Large Packet,Other,8,Normal
0,0,277,900,1,2025-04-13 19:27:12.013270,0,Normal Size,ICMP,267,Bot Suspect
10,0,55230,921,0,2025-04-14 10:43:05.013270,0,Normal Size,Other,13,Normal
4,0,86206,1405,0,2025-04-14 19:19:21.013270,0,Large Packet,Other,9,Normal
1,0,49,993,0,2025-04-13 19:23:24.013270,0,Normal Size,Other,233,Bot Suspect
101,0,26431,1132,0,2025-04-14 02:43:06.013270,0,Large Packet,Other,18,Normal
19,0,26685,548,1,2025-04-14 02:47:20.013270,0,Normal Size,ICMP,14,Normal
28,0,21804,1250,0,2025-04-14 01:25:59.013270,0,Large Packet,Other,12,Normal
9,0,36976,786,0,2025-04-14 05:38:51.013270,0,Normal Size,Other,10,Normal
90,0,42207,1468,1,2025-04-14 07:06:02.013270,0,Large Packet,ICMP,14,Normal
0,0,225,1324,1,2025-04-13 19:26:20.013270,0,Large Packet,ICMP,267,Bot Suspect
32,0,23930,658,1,2025-04-14 02:01:25.013270,0,Normal Size,ICMP,12,Normal
12,0,56819,1025,1,2025-04-14 11:09:34.013270,0,Large Packet,ICMP,9,Normal
1,0,81,502,1,2025-04-13 19:23:56.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,5,1189,1,2025-04-13 19:22:40.013270,0,Large Packet,ICMP,267,Bot Suspect
91,0,41844,613,0,2025-04-14 06:59:59.013270,0,Normal Size,Other,10,Normal
53,0,22015,790,0,2025-04-14 01:29:30.013270,0,Normal Size,Other,7,Normal
65,0,69346,898,1,2025-04-14 14:38:21.013270,0,Normal Size,ICMP,8,Normal
1,0,7,908,1,2025-04-13 19:22:42.013270,0,Normal Size,ICMP,233,Bot Suspect
59,0,4018,994,1,2025-04-13 20:29:33.013270,0,Normal Size,ICMP,11,Normal
101,0,84659,1473,0,2025-04-14 18:53:34.013270,1,Large Packet,Other,18,Normal
58,0,71907,828,0,2025-04-14 15:21:02.013270,0,Normal Size,Other,8,Normal
31,0,11303,1084,0,2025-04-13 22:30:58.013270,0,Large Packet,Other,10,Normal
1,0,125,1171,1,2025-04-13 19:24:40.013270,0,Large Packet,ICMP,233,Bot Suspect
95,0,23710,607,1,2025-04-14 01:57:45.013270,0,Normal Size,ICMP,11,Normal
30,0,77834,702,0,2025-04-14 16:59:49.013270,0,Normal Size,Other,9,Normal
1,0,137,1161,0,2025-04-13 19:24:52.013270,0,Large Packet,Other,233,Bot Suspect
1,0,92,695,0,2025-04-13 19:24:07.013270,0,Normal Size,Other,233,Bot Suspect
70,0,59383,837,1,2025-04-14 11:52:18.013270,0,Normal Size,ICMP,7,Normal
1,0,111,924,0,2025-04-13 19:24:26.013270,0,Normal Size,Other,233,Bot Suspect
51,0,8711,1486,0,2025-04-13 21:47:46.013270,0,Large Packet,Other,11,Normal
16,0,3389,805,1,2025-04-13 20:19:04.013270,0,Normal Size,ICMP,10,Normal
62,0,10954,719,0,2025-04-13 22:25:09.013270,0,Normal Size,Other,13,Normal
0,0,43,663,0,2025-04-13 19:23:18.013270,0,Normal Size,Other,267,Bot Suspect
1,0,270,984,0,2025-04-13 19:27:05.013270,0,Normal Size,Other,233,Bot Suspect
19,0,32265,666,1,2025-04-14 04:20:20.013270,0,Normal Size,ICMP,14,Normal
1,0,240,1450,0,2025-04-13 19:26:35.013270,0,Large Packet,Other,233,Bot Suspect
1,0,225,548,1,2025-04-13 19:26:20.013270,0,Normal Size,ICMP,233,Bot Suspect
41,0,62981,1053,1,2025-04-14 12:52:16.013270,0,Large Packet,ICMP,10,Normal
1,0,152,1178,1,2025-04-13 19:25:07.013270,0,Large Packet,ICMP,233,Bot Suspect
63,0,42520,679,1,2025-04-14 07:11:15.013270,0,Normal Size,ICMP,9,Normal
0,0,159,788,1,2025-04-13 19:25:14.013270,0,Normal Size,ICMP,267,Bot Suspect
83,0,80765,1014,1,2025-04-14 17:48:40.013270,0,Large Packet,ICMP,7,Normal
18,0,25425,861,1,2025-04-14 02:26:20.013270,0,Normal Size,ICMP,13,Normal
1,0,125,871,1,2025-04-13 19:24:40.013270,0,Normal Size,ICMP,233,Bot Suspect
1,0,154,1410,1,2025-04-13 19:25:09.013270,0,Large Packet,ICMP,233,Bot Suspect
0,0,42,837,0,2025-04-13 19:23:17.013270,0,Normal Size,Other,267,Bot Suspect
23,0,11555,1187,0,2025-04-13 22:35:10.013270,0,Large Packet,Other,10,Normal
0,0,240,539,1,2025-04-13 19:26:35.013270,0,Normal Size,ICMP,267,Bot Suspect
21,0,74478,787,1,2025-04-14 16:03:53.013270,0,Normal Size,ICMP,9,Normal
5,0,23236,1143,0,2025-04-14 01:49:51.013270,0,Large Packet,Other,4,Normal
2,0,10616,860,1,2025-04-13 22:19:31.013270,0,Normal Size,ICMP,16,Normal
14,0,20611,823,0,2025-04-14 01:06:06.013270,0,Normal Size,Other,13,Normal
19,0,51920,786,1,2025-04-14 09:47:55.013270,0,Normal Size,ICMP,14,Normal
36,0,6469,851,0,2025-04-13 21:10:24.013270,0,Normal Size,Other,11,Normal
1,0,72,638,1,2025-04-13 19:23:47.013270,0,Normal Size,ICMP,233,Bot Suspect
94,0,67506,699,1,2025-04-14 14:07:41.013270,0,Normal Size,ICMP,19,Normal
69,0,84291,1101,0,2025-04-14 18:47:26.013270,0,Large Packet,Other,8,Normal
58,0,68878,1426,1,2025-04-14 14:30:33.013270,0,Large Packet,ICMP,8,Normal
56,0,66672,586,0,2025-04-14 13:53:47.013270,0,Normal Size,Other,15,Normal
8,0,13281,843,1,2025-04-13 23:03:56.013270,0,Normal Size,ICMP,10,Normal
59,0,38890,603,1,2025-04-14 06:10:45.013270,0,Normal Size,ICMP,11,Normal
0,0,140,915,0,2025-04-13 19:24:55.013270,0,Normal Size,Other,267,Bot Suspect
1,0,216,1059,1,2025-04-13 19:26:11.013270,0,Large Packet,ICMP,233,Bot Suspect
9,0,84878,513,1,2025-04-14 18:57:13.013270,0,Normal Size,ICMP,10,Normal
53,0,71895,1420,0,2025-04-14 15:20:50.013270,0,Large Packet,Other,7,Normal
1,0,278,899,0,2025-04-13 19:27:13.013270,0,Normal Size,Other,233,Bot Suspect
44,0,83300,1395,0,2025-04-14 18:30:55.013270,0,Large Packet,Other,12,Normal
94,0,72099,1461,0,2025-04-14 15:24:14.013270,0,Large Packet,Other,19,Normal
28,0,74131,873,1,2025-04-14 15:58:06.013270,0,Normal Size,ICMP,12,Normal
0,0,184,1252,1,2025-04-13 19:25:39.013270,0,Large Packet,ICMP,267,Bot Suspect
95,0,32413,1120,1,2025-04-14 04:22:48.013270,0,Large Packet,ICMP,11,Normal
76,0,53947,762,0,2025-04-14 10:21:42.013270,0,Normal Size,Other,8,Normal
0,0,201,998,0,2025-04-13 19:25:56.013270,0,Normal Size,Other,267,Bot Suspect
0,0,118,1225,0,2025-04-13 19:24:33.013270,0,Large Packet,Other,267,Bot Suspect
0,0,247,734,0,2025-04-13 19:26:42.013270,0,Normal Size,Other,267,Bot Suspect
92,0,25963,776,1,2025-04-14 02:35:18.013270,0,Normal Size,ICMP,20,Normal
0,0,254,981,0,2025-04-13 19:26:49.013270,0,Normal Size,Other,267,Bot Suspect
60,0,80199,1182,0,2025-04-14 17:39:14.013270,0,Large Packet,Other,12,Normal
1,0,12,1421,0,2025-04-13 19:22:47.013270,0,Large Packet,Other,233,Bot Suspect
4,0,53331,655,0,2025-04-14 10:11:26.013270,0,Normal Size,Other,9,Normal
60,0,42460,1334,0,2025-04-14 07:10:15.013270,0,Large Packet,Other,12,Normal
22,0,29759,1420,0,2025-04-14 03:38:34.013270,0,Large Packet,Other,11,Normal
52,0,38827,1126,1,2025-04-14 06:09:42.013270,0,Large Packet,ICMP,12,Normal
43,0,57134,885,0,2025-04-14 11:14:49.013270,0,Normal Size,Other,7,Normal
57,0,15896,766,1,2025-04-13 23:47:31.013270,0,Normal Size,ICMP,10,Normal
1,0,77,1072,1,2025-04-13 19:23:52.013270,0,Large Packet,ICMP,233,Bot Suspect
82,0,49481,1036,1,2025-04-14 09:07:16.013270,0,Large Packet,ICMP,7,Normal
42,0,36258,763,1,2025-04-14 05:26:53.013270,0,Normal Size,ICMP,9,Normal
1,0,215,934,0,2025-04-13 19:26:10.013270,0,Normal Size,Other,233,Bot Suspect
82,0,76908,648,1,2025-04-14 16:44:23.013270,0,Normal Size,ICMP,7,Normal
91,0,56942,1240,0,2025-04-14 11:11:37.013270,0,Large Packet,Other,10,Normal
90,0,70855,637,0,2025-04-14 15:03:30.013270,0,Normal Size,Other,14,Normal
12,0,84471,511,1,2025-04-14 18:50:26.013270,0,Normal Size,ICMP,9,Normal
1,0,170,744,0,2025-04-13 19:25:25.013270,0,Normal Size,Other,233,Bot Suspect
59,0,9077,1463,1,2025-04-13 21:53:52.013270,0,Large Packet,ICMP,11,Normal
43,0,31987,717,1,2025-04-14 04:15:42.013270,0,Normal Size,ICMP,7,Normal
34,0,76367,538,1,2025-04-14 16:35:22.013270,0,Normal Size,ICMP,10,Normal
75,0,50677,1042,0,2025-04-14 09:27:12.013270,0,Large Packet,Other,12,Normal
8,0,83524,1230,0,2025-04-14 18:34:39.013270,0,Large Packet,Other,10,Normal
91,0,19096,1239,1,2025-04-14 00:40:51.013270,0,Large Packet,ICMP,10,Normal
62,0,14060,642,0,2025-04-13 23:16:55.013270,0,Normal Size,Other,13,Normal
28,0,15524,601,0,2025-04-13 23:41:19.013270,0,Normal Size,Other,12,Normal
98,0,70342,760,0,2025-04-14 14:54:57.013270,0,Normal Size,Other,13,Normal
33,0,12219,601,1,2025-04-13 22:46:14.013270,0,Normal Size,ICMP,7,Normal
0,0,251,847,0,2025-04-13 19:26:46.013270,0,Normal Size,Other,267,Bot Suspect
29,0,67889,982,1,2025-04-14 14:14:04.013270,0,Normal Size,ICMP,18,Normal
28,0,21754,1038,1,2025-04-14 01:25:09.013270,0,Large Packet,ICMP,12,Normal
8,0,75532,1484,0,2025-04-14 16:21:27.013270,0,Large Packet,Other,10,Normal
0,0,103,813,1,2025-04-13 19:24:18.013270,0,Normal Size,ICMP,267,Bot Suspect
0,0,122,784,0,2025-04-13 19:24:37.013270,0,Normal Size,Other,267,Bot Suspect
61,0,17602,949,1,2025-04-14 00:15:57.013270,0,Normal Size,ICMP,19,Normal
16,0,71719,859,1,2025-04-14 15:17:54.013270,0,Normal Size,ICMP,10,Normal
96,0,39666,785,1,2025-04-14 06:23:41.013270,0,Normal Size,ICMP,8,Normal
26,0,76707,1442,1,2025-04-14 16:41:02.013270,0,Large Packet,ICMP,10,Normal
44,0,34157,1038,0,2025-04-14 04:51:52.013270,0,Large Packet,Other,12,Normal
78,0,73506,1266,0,2025-04-14 15:47:41.013270,0,Large Packet,Other,8,Normal
57,0,71158,1122,1,2025-04-14 15:08:33.013270,0,Large Packet,ICMP,10,Normal
23,0,30105,1096,1,2025-04-14 03:44:20.013270,0,Large Packet,ICMP,10,Normal
0,0,48,1190,0,2025-04-13 19:23:23.013270,0,Large Packet,Other,267,Bot Suspect
0,0,43,774,0,2025-04-13 19:23:18.013270,0,Normal Size,Other,267,Bot Suspect
31,0,31575,1252,1,2025-04-14 04:08:50.013270,0,Large Packet,ICMP,10,Normal
78,0,12999,778,1,2025-04-13 22:59:14.013270,0,Normal Size,ICMP,8,Normal
59,0,33039,1175,0,2025-04-14 04:33:14.013270,0,Large Packet,Other,11,Normal
63,0,2920,1310,0,2025-04-13 20:11:15.013270,0,Large Packet,Other,9,Normal
94,0,37148,802,0,2025-04-14 05:41:43.013270,0,Normal Size,Other,19,Normal
29,0,11344,660,1,2025-04-13 22:31:39.013270,0,Normal Size,ICMP,18,Normal
1,0,89,1120,0,2025-04-13 19:24:04.013270,0,Large Packet,Other,233,Bot Suspect
59,0,36062,853,1,2025-04-14 05:23:37.013270,0,Normal Size,ICMP,11,Normal
1,0,2,1299,1,2025-04-13 19:22:37.013270,0,Large Packet,ICMP,233,Bot Suspect
76,0,66017,1354,1,2025-04-14 13:42:52.013270,0,Large Packet,ICMP,8,Normal
95,0,49786,672,1,2025-04-14 09:12:21.013270,0,Normal Size,ICMP,11,Normal
26,0,1524,1141,0,2025-04-13 19:47:59.013270,0,Large Packet,Other,10,Normal
0,0,253,623,1,2025-04-13 19:26:48.013270,0,Normal Size,ICMP,267,Bot Suspect
6,0,48290,1321,0,2025-04-14 08:47:25.013270,0,Large Packet,Other,13,Normal
1,0,236,1350,1,2025-04-13 19:26:31.013270,0,Large Packet,ICMP,233,Bot Suspect
81,0,78623,1280,0,2025-04-14 17:12:58.013270,0,Large Packet,Other,8,Normal
1,0,271,543,1,2025-04-13 19:27:06.013270,0,Normal Size,ICMP,233,Bot Suspect
3,0,45500,1347,0,2025-04-14 08:00:55.013270,0,Large Packet,Other,6,Normal
3,0,69350,710,0,2025-04-14 14:38:25.013270,0,Normal Size,Other,6,Normal
25,0,13025,1350,0,2025-04-13 22:59:40.013270,0,Large Packet,Other,12,Normal
80,0,66150,966,0,2025-04-14 13:45:05.013270,0,Normal Size,Other,13,Normal
88,0,49376,1463,0,2025-04-14 09:05:31.013270,0,Large Packet,Other,10,Normal
61,0,62046,726,1,2025-04-14 12:36:41.013270,0,Normal Size,ICMP,19,Normal
0,0,214,731,1,2025-04-13 19:26:09.013270,0,Normal Size,ICMP,267,Bot Suspect
11,0,85469,1411,0,2025-04-14 19:07:04.013270,0,Large Packet,Other,15,Normal
1,0,168,1429,1,2025-04-13 19:25:23.013270,0,Large Packet,ICMP,233,Bot Suspect
76,0,1759,500,1,2025-04-13 19:51:54.013270,0,Normal Size,ICMP,8,Normal
91,0,34911,880,0,2025-04-14 05:04:26.013270,0,Normal Size,Other,10,Normal
31,0,49268,1493,1,2025-04-14 09:03:43.013270,0,Large Packet,ICMP,10,Normal
23,0,85230,936,1,2025-04-14 19:03:05.013270,0,Normal Size,ICMP,10,Normal
0,0,281,1357,0,2025-04-13 19:27:16.013270,0,Large Packet,Other,267,Bot Suspect
0,0,47,1332,1,2025-04-13 19:23:22.013270,0,Large Packet,ICMP,267,Bot Suspect
84,0,58596,922,1,2025-04-14 11:39:11.013270,0,Normal Size,ICMP,4,Normal
1,0,6,1006,0,2025-04-13 19:22:41.013270,0,Large Packet,Other,233,Bot Suspect
48,0,35737,1269,0,2025-04-14 05:18:12.013270,0,Large Packet,Other,9,Normal
71,0,24519,797,1,2025-04-14 02:11:14.013270,0,Normal Size,ICMP,6,Normal
75,0,56638,1481,1,2025-04-14 11:06:33.013270,0,Large Packet,ICMP,12,Normal
0,0,223,1231,1,2025-04-13 19:26:18.013270,0,Large Packet,ICMP,267,Bot Suspect
11,0,31653,779,0,2025-04-14 04:10:08.013270,0,Normal Size,Other,15,Normal
36,0,14382,1104,1,2025-04-13 23:22:17.013270,0,Large Packet,ICMP,11,Normal
